,Number,Title,Overview,Genres
1615,1616,11M,survivors insiders recount march terrorist attack madrid include political crisis ignite hunt perpetrators,Documentary
1616,1617,Ong Bak 2,moments death young man rescue renowned warrior realize unsurpassed physical potential young boy train dangerous man alive become young man go lone mission vengeance vicious slave traders enslave youth treacherous warlord kill father,Adventure
1617,1618,Ocean's Eight,debbie ocean criminal mastermind gather crew female thieve pull heist century new york annual meet gala,Crime
1618,1619,Parasyte: Part 1,alien pod come earth naturally start take human host one pod manage take one human shin izumi right arm together grow co exist alien make meals humans shin feel must put stop alien migi see,Science Fiction
1619,1620,Leprechaun: Back 2 tha Hood,emily woodrow friends happen treasure chest full gold coin fail heed warn wise old psychic foretell would encounter trouble nasty protective leprechaun,Horror
1620,1621,LEGO Hidden Side: Night of the Harbinger,jack parker work seal hide side hole fire ghost escape cover strange silvery substance reveal world may doom,Animation
1621,1622,Poltergeist,family suburban home invade angry spirit terrify apparitions escalate attack take youngest daughter family must come together rescue,Horror
1622,1623,Barbie and the Three Musketeers,corinne barbie young country girl head paris pursue big dream become female musketeer never could imagine would meet three girls secretly share dream use special talents girls work together team foil plot save prince one one,Animation
1623,1624,Constantine: The House of Mystery,john constantine wake eerie house mystery recollection get fortunately zatanna friends unfortunately bad habit turn demons rip shred,Fantasy
1624,1625,Easy A,olive average high school student see radar existence turn around overnight decide use school gossip grapevine advance social stand classmates turn school board become concern include favorite teacher distract guidance counselor support hilariously idiosyncratic parent little help long time crush olive attempt take notorious new identity crush rumor mill,Comedy
1625,1626,Geostorm,unprecedented series natural disasters threaten planet world leaders come together create intricate network satellite control global climate keep everyone safe something go wrong system build protect earth attack become race clock uncover real threat worldwide geostorm wipe everything everyone along,Action
1626,1627,The Witch,new england william katherine lead devout christian life five children homestead edge impassable wilderness exile settlement william defy local church newborn son vanish crop mysteriously fail family turn one another,Drama
1627,1628,The Hidden Face,spanish orchestra conductor deal mysterious disappearance girlfriend,Thriller
1628,1629,The Jack in the Box,vintage jack box un earth open new owners soon reason believe creepy clown doll within life,Horror
1629,1630,Blade II,rare mutation occur within vampire community reaper vampire consume insatiable bloodlust prey vampires well humans transform victims unlucky enough survive reapers blade ask vampire nation help prevent nightmare plague would wipe humans vampires,Fantasy
1630,1631,Porno,group naive teens work movie theater small christian town discover mysterious film hide basement unleash allure succubus give sex education write blood,Drama
1631,1632,He's Just Not That Into You,remember really cute girl guy say call maybe lose number maybe hospital maybe awe look brain success maybe,Comedy
1632,1633,Epic,teenager find transport deep forest set battle force good force evil take place band together rag tag group character order save world,Animation
1633,1634,Project Almanac,group teens discover secret plan time machine construct one however things start get control,Science Fiction
1634,1635,The Call,connect phone home years apart serial killer put another woman past life line change fate,Crime
1635,1636,The Spanish Main,"laurent van horn leader band dutch refugees ship seek freedom carolinas ship wreck coast cartagene govern juan alvardo spainish ruler alvarado laurent throw prison latter escape five years later pirate leader pose navigator ship contessa francesca daughter mexican noble travel way marry alvarado never see laurent pirate capture ship francesa order save another ship give hand marriage laurent sail pirate hideout irk jealous anne bonney and,also captain benjamin black already irk anyway overpower laurent send francesa alvarado mario du billar trust right hand man make deal deliver laurent alvarado also",Adventure
1636,1637,The Christmas Chronicles: Part Two,kate pierce reluctantly spend christmas mom new boyfriend son jack north pole christmas threaten destroy kate jack unexpectedly pull new adventure santa claus,Family
1637,1638,Terrifier,halloween night young woman find obsession sadistic murderer know art clown,Horror
1638,1639,Gifted,frank single man raise child prodigy niece mary draw custody battle mother,Family
1639,1640,Boiling Point,head chef balance multiple personal professional crises popular restaurant london,Drama
1640,1641,Spider-Man: Across the Spider-Verse,miles morales return next chapter spider verse saga epic adventure transport brooklyn full time friendly neighborhood spider man across multiverse join force gwen stacy new team spider people face villain powerful anything ever encounter,Animation
