Number,Genres,Overview,Title,,,,,,,,,,,,
370,Thriller,"Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption.",Bad Times at the El Royale,,,,,,,,,,,,
371,Adventure,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",Kung Fu Panda,,,,,,,,,,,,
372,Action,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when Godzilla, King of the Monsters, arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",Godzilla,,,,,,,,,,,,
373,Drama,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",One Flew Over the Cuckoo's Nest,,,,,,,,,,,,
374,Horror,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",AlienÂ³,,,,,,,,,,,,
375,Adventure,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Night at the Museum: Secret of the Tomb,,,,,,,,,,,,
376,Crime,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,Sin City: A Dame to Kill For,,,,,,,,,,,,
377,Drama,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,The Post,,,,,,,,,,,,
378,Comedy,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",The Proposal,,,,,,,,,,,,
379,Drama,,Ella SchÃ¶n - Die nackte Wahrheit,,,,,,,,,,,,
380,Adventure,"When Dr. Indiana Jones ??the tweed-suited professor who just happens to be a celebrated archaeologist ??is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",Raiders of the Lost Ark,,,,,,,,,,,,
381,Adventure,"Wounded Civil War soldier, John Dunbar tries to commit suicide?”and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",Dances with Wolves,,,,,,,,,,,,
382,Animation,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",Kubo and the Two Strings,,,,,,,,,,,,
383,Drama,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,On the Basis of Sex,,,,,,,,,,,,
384,Action,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",Kingsman: The Golden Circle,,,,,,,,,,,,
385,Drama,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",Apocalypse Now,,,,,,,,,,,,
386,Comedy,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",American Pie,,,,,,,,,,,,
387,Romance,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",Cinderella,,,,,,,,,,,,
388,Science Fiction,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",Superman,,,,,,,,,,,,
389,Action,"The world's top bodyguard gets a new client, a hit man who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",The Hitman's Bodyguard,,,,,,,,,,,,
390,Animation,"WALLÂ·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALLÂ·E thinks he's finally found a friend and stows away on the ship when it leaves.",WALLÂ·E,,,,,,,,,,,,
391,Action,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",Shaft,,,,,,,,,,,,
392,Adventure,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",The Mummy: Tomb of the Dragon Emperor,,,,,,,,,,,,
393,Drama,,Der Liebhaber meiner Frau,,,,,,,,,,,,
394,Action,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",Men in Black 3,,,,,,,,,,,,
395,Animation,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",The Lorax,,,,,,,,,,,,
